#time,accel_x,accel_y,accel_z
218.815482,-2072.576638,-76093.170838,612.876398
218.818050,-7254.018232,-78461.829852,6588.421283
218.820618,-4145.153275,-79202.035794,8427.050478
218.823186,-148.041188,-76537.294403,4136.915689
218.825755,-5033.400406,-79942.241736,7354.516781
218.828323,-4441.235652,-79942.241736,2604.724693
218.830891,0.000000,-76093.170838,612.876398
218.833459,-148.041188,-78609.871040,-766.095498
218.836027,-3701.029710,-79053.994606,2911.162892
218.838595,-3849.070898,-73576.470635,-1072.533697
218.841163,-6957.935855,-77573.582722,6435.202183
218.843732,-2516.700203,-76093.170838,4903.011187
218.846300,1924.535449,-73872.553012,2757.943793
218.848868,-1332.370696,-76833.376780,1378.971896
218.851436,-8438.347739,-76833.376780,-2451.505594
218.854004,-3256.906145,-75204.923707,1225.752797
218.856572,4589.276840,-76537.294403,-4596.572988
218.859140,-1184.329507,-78313.788664,1225.752797
218.861709,1924.535449,-70911.729244,-8580.269578
218.864277,-740.205942,-79646.159359,3064.381992
218.866845,6513.812290,-77129.459156,-4443.353888
218.869413,6661.853478,-74020.594200,766.095498
218.871981,1776.494261,-77869.665098,-5209.449386
218.874549,-888.247130,-78017.706287,-2145.067394
218.877117,3256.906145,-73428.429446,-7660.954980
218.879685,-2960.823768,-78461.829852,-1532.190996
218.882254,740.205942,-75945.129649,459.657299
218.884822,5477.523971,-74316.676577,-2604.724693
218.887390,-3256.906145,-79053.994606,3064.381992
218.889958,-1776.494261,-75501.006084,-3677.258390
218.892526,2516.700203,-74760.800142,-3983.696590
218.895094,-444.123565,-78609.871040,-4903.011187
218.897662,9474.636058,-78905.953417,-766.095498
218.900231,11103.089130,-74760.800142,-1991.848295
218.902799,1776.494261,-80090.282924,1072.533697
218.905367,-1332.370696,-75797.088461,306.438199
218.907935,-3256.906145,-72836.264693,-6128.763984
218.910505,-6217.729913,-76685.335591,-2145.067394
218.913076,2220.617826,-72096.058751,-6894.859482
218.915646,8290.306550,-76981.417968,-5209.449386
218.918216,-5033.400406,-79202.035794,-7048.078582
218.920786,1924.535449,-76981.417968,-3064.381992
218.923357,7254.018232,-74908.841330,-2911.162892
218.925927,-888.247130,-79498.118171,3830.477490
218.928497,-592.164754,-76241.212026,0.000000
218.931068,2664.741391,-76537.294403,766.095498
218.933638,740.205942,-78461.829852,-1991.848295
218.936208,4441.235652,-76981.417968,-1991.848295
218.938779,7254.018232,-74316.676577,-10112.460574
218.941349,-740.205942,-77425.541533,-2757.943793
218.943919,-1480.411884,-74464.717765,-7201.297681
218.946489,1628.453072,-76537.294403,766.095498
218.949060,-740.205942,-77277.500345,2604.724693
218.951630,-5477.523971,-76537.294403,4749.792088
218.954200,1480.411884,-74168.635388,-1225.752797
218.956771,-6069.688724,-78461.829852,2451.505594
218.959341,-296.082377,-77277.500345,2757.943793
218.961911,1776.494261,-74316.676577,-2757.943793
218.964482,-11251.130318,-79646.159359,6281.983084
218.967052,-2812.782580,-75056.882519,-1072.533697
218.969622,-1036.288319,-76241.212026,6435.202183
218.972192,-7254.018232,-77277.500345,2145.067394
218.974763,-2664.741391,-76241.212026,5515.887586
218.977333,2664.741391,-74612.758954,-3064.381992
218.979903,-6661.853478,-79646.159359,4290.134789
218.982474,-2960.823768,-75204.923707,-4596.572988
218.985044,2220.617826,-75501.006084,1378.971896
218.987614,-6513.812290,-78313.788664,1685.410096
218.990185,-9178.553681,-74760.800142,4136.915689
218.992755,13027.624579,-76389.253214,4903.011187
218.995325,-2516.700203,-78313.788664,5822.325785
218.997895,740.205942,-75945.129649,-2298.286494
219.000466,5181.441594,-76093.170838,-3370.820191
219.003036,2072.576638,-77425.541533,2451.505594
219.005606,-5181.441594,-72984.305881,459.657299
219.008177,-296.082377,-77129.459156,3064.381992
219.010747,-2664.741391,-77869.665098,8886.707777
219.013318,296.082377,-75352.964896,5056.230287
219.015890,-444.123565,-76833.376780,612.876398
219.018461,-4737.318029,-77573.582722,2145.067394
219.021033,1924.535449,-75204.923707,-3370.820191
219.023604,0.000000,-76093.170838,-1072.533697
219.026176,-5181.441594,-77869.665098,2604.724693
219.028747,-1480.411884,-74908.841330,3677.258390
219.031319,-4441.235652,-76981.417968,6435.202183
219.033890,-5033.400406,-77425.541533,7814.174080
219.036462,2812.782580,-74464.717765,2298.286494
219.039033,-1480.411884,-77425.541533,-153.219100
219.041605,-6513.812290,-78313.788664,612.876398
219.044176,4293.194464,-76093.170838,-4596.572988
219.046748,3108.864956,-76981.417968,-1225.752797
219.049319,-3108.864956,-77425.541533,-919.314598
219.051891,-1332.370696,-75501.006084,-919.314598
219.054462,1480.411884,-77129.459156,-1225.752797
219.057033,296.082377,-77425.541533,-2145.067394
219.059605,3404.947333,-74316.676577,-2757.943793
219.062176,4589.276840,-75352.964896,-11184.994271
219.064748,-2516.700203,-78017.706287,612.876398
219.067319,6069.688724,-73132.347070,-10112.460574
219.069891,-1332.370696,-78905.953417,3524.039291
219.072462,-444.123565,-76981.417968,-153.219100
219.075034,2220.617826,-77425.541533,2604.724693
219.077605,4441.235652,-74760.800142,-5209.449386
219.080177,-3256.906145,-78017.706287,-306.438199
219.082748,3108.864956,-75501.006084,-8427.050478
219.085320,7698.141797,-78461.829852,-3524.039291
219.087891,-15396.283594,-75056.882519,-4903.011187
219.090463,4885.359217,-73576.470635,-919.314598
219.093034,2960.823768,-73428.429446,-3677.258390
219.095606,2960.823768,-78017.706287,1991.848295
219.098177,-4293.194464,-75204.923707,-6741.640382
219.100749,1036.288319,-80682.447678,1378.971896
219.103320,8142.265362,-79942.241736,-459.657299
219.105891,296.082377,-76981.417968,-4443.353888
219.108463,2368.659014,-79350.076982,-919.314598
219.111034,-2072.576638,-79202.035794,2757.943793
219.113606,3256.906145,-76537.294403,153.219100
219.116178,1480.411884,-76981.417968,1072.533697
219.118751,-740.205942,-77277.500345,-1072.533697
219.121323,5921.647536,-74316.676577,-6128.763984
219.123896,4589.276840,-74760.800142,-8120.612279
219.126468,592.164754,-76389.253214,-5669.106685
219.129041,444.123565,-73280.388258,-9039.926876
219.131614,2072.576638,-77573.582722,1685.410096
219.134186,2368.659014,-76833.376780,306.438199
219.136759,-2664.741391,-74760.800142,2145.067394
219.139331,-3404.947333,-75352.964896,2298.286494
219.141904,-6809.894666,-77721.623910,3830.477490
219.144476,2516.700203,-75649.047272,-1225.752797
219.147049,-740.205942,-76241.212026,0.000000
219.149621,-1924.535449,-78757.912229,3524.039291
219.152194,444.123565,-74464.717765,-919.314598
219.154766,-4293.194464,-79053.994606,6281.983084
219.157339,-3701.029710,-75649.047272,5209.449386
219.159911,-888.247130,-74464.717765,2757.943793
219.162484,-5033.400406,-77277.500345,1225.752797
219.165056,444.123565,-77573.582722,-919.314598
219.167629,1776.494261,-74760.800142,-2451.505594
219.170201,-444.123565,-76833.376780,-306.438199
219.172774,-8438.347739,-77129.459156,2604.724693
219.175346,8290.306550,-76389.253214,3677.258390
219.177919,-4589.276840,-77277.500345,5515.887586
219.180491,-5921.647536,-78757.912229,4290.134789
219.183064,3108.864956,-76093.170838,-2145.067394
219.185636,-1924.535449,-80534.406490,1991.848295
219.188209,1036.288319,-76241.212026,919.314598
219.190781,888.247130,-75352.964896,612.876398
219.193354,-3256.906145,-76093.170838,5515.887586
219.195926,1036.288319,-73280.388258,3064.381992
219.198499,-2220.617826,-73872.553012,766.095498
219.201071,-3849.070898,-75352.964896,1072.533697
219.203644,-2368.659014,-75501.006084,-2604.724693
219.206216,1332.370696,-75204.923707,-2604.724693
219.208789,-6217.729913,-75797.088461,-1072.533697
219.211362,-5625.565159,-77869.665098,5209.449386
219.213934,-1332.370696,-76093.170838,5056.230287
219.216507,-2812.782580,-78165.747475,9499.584175
219.219080,1036.288319,-77425.541533,5515.887586
219.221653,-6217.729913,-75945.129649,-2604.724693
219.224227,-9326.594869,-78461.829852,3064.381992
219.226800,5477.523971,-76241.212026,-6128.763984
219.229374,4293.194464,-76685.335591,-2604.724693
219.231947,-1480.411884,-76389.253214,-4443.353888
219.234521,-4145.153275,-80830.488866,4596.572988
219.237094,5477.523971,-73724.511823,-2604.724693
219.239667,7105.977043,-76685.335591,919.314598
219.242241,444.123565,-77721.623910,-4443.353888
219.244814,1628.453072,-77129.459156,-6281.983084
219.247388,1776.494261,-75056.882519,-6894.859482
219.249961,-2516.700203,-78609.871040,-2451.505594
219.252535,4293.194464,-74908.841330,-2757.943793
219.255108,2664.741391,-77129.459156,1225.752797
219.257681,-4145.153275,-78165.747475,3830.477490
219.260255,2516.700203,-75797.088461,-1532.190996
219.262828,9178.553681,-76685.335591,-3830.477490
219.265402,-11991.336260,-78905.953417,-6588.421283
219.267975,-5033.400406,-73724.511823,-7354.516781
219.270549,888.247130,-76389.253214,306.438199
219.273122,-10510.924376,-75945.129649,-3524.039291
219.275695,2368.659014,-75501.006084,2145.067394
219.278269,-444.123565,-78905.953417,-2604.724693
219.280842,-6365.771101,-79053.994606,1225.752797
219.283416,6217.729913,-77277.500345,-7201.297681
219.285989,148.041188,-79498.118171,153.219100
219.288563,5921.647536,-76833.376780,-3370.820191
219.291136,3997.112087,-76685.335591,-306.438199
219.293709,-1776.494261,-77129.459156,459.657299
219.296283,-3404.947333,-78757.912229,3217.601092
219.298856,4737.318029,-75352.964896,-2451.505594
219.301430,8734.430116,-75649.047272,-4749.792088
219.304003,1924.535449,-76685.335591,-7354.516781
219.306576,2516.700203,-75501.006084,-9652.803275
219.309150,1184.329507,-75352.964896,-5209.449386
219.311723,3701.029710,-76241.212026,612.876398
219.314297,5625.565159,-74464.717765,306.438199
219.316870,-4589.276840,-78461.829852,6435.202183
219.319444,-6365.771101,-76981.417968,4290.134789
219.322017,-3256.906145,-74908.841330,0.000000
219.324591,2368.659014,-74908.841330,-1225.752797
219.327164,-8290.306550,-77573.582722,459.657299
219.329738,-4145.153275,-75945.129649,612.876398
219.332311,-2812.782580,-75945.129649,1378.971896
219.334885,-4885.359217,-80238.324113,11338.213370
219.337458,740.205942,-74464.717765,2451.505594
219.340032,-4441.235652,-78609.871040,8733.488677
219.342605,-2220.617826,-77721.623910,153.219100
219.345179,-1036.288319,-75204.923707,-2298.286494
219.347752,-3849.070898,-77721.623910,-2298.286494
219.350326,-2664.741391,-76093.170838,1532.190996
219.352899,7994.224174,-76389.253214,1072.533697
219.355473,-9030.512492,-77425.541533,3677.258390
219.358046,-11991.336260,-76685.335591,5669.106685
219.360620,3552.988522,-75352.964896,-1991.848295
219.363193,5625.565159,-80386.365301,3217.601092
219.365767,-1776.494261,-75352.964896,1378.971896
219.368340,1924.535449,-78165.747475,1991.848295
219.370914,-7994.224174,-76093.170838,2757.943793
219.373487,-5921.647536,-76685.335591,5975.544884
219.376061,-444.123565,-73132.347070,3064.381992
219.378634,-3849.070898,-78165.747475,3064.381992
219.381208,-3404.947333,-75797.088461,-1072.533697
219.383781,-1628.453072,-74020.594200,-4596.572988
219.386355,296.082377,-76685.335591,-153.219100
219.388928,-7846.182985,-78905.953417,6741.640382
219.391502,-1036.288319,-74612.758954,3983.696590
219.394075,-3552.988522,-78313.788664,8580.269578
219.396649,-5329.482782,-76685.335591,2911.162892
219.399222,-3701.029710,-76685.335591,1991.848295
219.401796,-444.123565,-78017.706287,-1532.190996
219.404369,4441.235652,-77869.665098,-2911.162892
219.406943,5181.441594,-73724.511823,-7507.735880
219.409516,-3108.864956,-77425.541533,-4903.011187
219.412090,-444.123565,-77277.500345,919.314598
219.414663,2664.741391,-73872.553012,-3370.820191
219.417237,1332.370696,-78017.706287,1838.629195
219.419810,3701.029710,-75501.006084,-7967.393179
219.422384,2664.741391,-76093.170838,-4596.572988
219.424957,-444.123565,-76241.212026,-9039.926876
219.427531,888.247130,-79053.994606,1225.752797
219.430104,5773.606348,-74168.635388,-5975.544884
219.432678,-1332.370696,-79202.035794,5822.325785
219.435251,1036.288319,-75797.088461,-1991.848295
219.437825,1776.494261,-75352.964896,-1532.190996
219.440398,-6661.853478,-76093.170838,-4290.134789
219.442972,-3256.906145,-77721.623910,-6894.859482
219.445545,6069.688724,-74612.758954,-5209.449386
219.448119,9622.677246,-76093.170838,1225.752797
219.450692,8438.347739,-76241.212026,1378.971896
219.453266,-2368.659014,-75649.047272,-3677.258390
219.455839,-740.205942,-78609.871040,919.314598
219.458413,3256.906145,-76833.376780,-4749.792088
219.460986,5773.606348,-77277.500345,-6588.421283
219.463560,-592.164754,-76389.253214,-3217.601092
219.466133,1184.329507,-76093.170838,-3677.258390
219.468707,2516.700203,-75352.964896,459.657299
219.471280,-2072.576638,-76685.335591,1225.752797
219.473854,3701.029710,-74168.635388,-2298.286494
219.476427,5921.647536,-74908.841330,-6588.421283
219.479001,0.000000,-77425.541533,-6435.202183
219.481575,-3404.947333,-74760.800142,-10418.898773
219.484148,-1924.535449,-75797.088461,-3370.820191
219.486722,-2220.617826,-77573.582722,612.876398
219.489295,0.000000,-77129.459156,4903.011187
219.491869,-2664.741391,-76537.294403,4290.134789
219.494442,-8438.347739,-78461.829852,7967.393179
219.497016,-1924.535449,-77277.500345,3064.381992
219.499589,1628.453072,-75352.964896,-1991.848295
219.502163,-3552.988522,-79202.035794,3064.381992
219.504736,592.164754,-74316.676577,-2604.724693
219.507310,-4293.194464,-76537.294403,6281.983084
219.509883,-6365.771101,-76537.294403,5669.106685
219.512457,-2812.782580,-77129.459156,7048.078582
219.515030,2072.576638,-75204.923707,612.876398
219.517604,-8290.306550,-76537.294403,153.219100
219.520177,-2516.700203,-76981.417968,-919.314598
219.522751,-1332.370696,-74316.676577,-4443.353888
219.525324,-444.123565,-79498.118171,4903.011187
219.527869,-8290.306550,-73576.470635,-1225.752797
219.530413,3256.906145,-77425.541533,9499.584175
219.532957,2220.617826,-78165.747475,4136.915689
219.535502,-1776.494261,-76241.212026,-2298.286494
219.538046,-10658.965565,-77277.500345,-1225.752797
219.540590,-3256.906145,-76685.335591,0.000000
219.543135,-5329.482782,-77129.459156,3524.039291
219.545679,592.164754,-73428.429446,5209.449386
219.548223,-1332.370696,-76241.212026,4903.011187
219.550767,592.164754,-76093.170838,2298.286494
219.553312,-444.123565,-75352.964896,-2604.724693
219.555856,-6809.894666,-77277.500345,1838.629195
219.558400,296.082377,-76389.253214,-2298.286494
219.560945,0.000000,-77573.582722,5822.325785
219.563489,-5329.482782,-77869.665098,7201.297681
219.566033,444.123565,-76685.335591,6435.202183
219.568578,-1480.411884,-76537.294403,1225.752797
219.571122,-5477.523971,-78461.829852,6435.202183
219.573666,5625.565159,-75352.964896,-7507.735880
219.576210,2960.823768,-77869.665098,-2911.162892
219.578755,-3849.070898,-76389.253214,-8886.707777
219.581299,-1776.494261,-76981.417968,-1991.848295
219.583843,5921.647536,-76093.170838,-1685.410096
219.586388,1332.370696,-76833.376780,2757.943793
219.588932,7402.059420,-74760.800142,-766.095498
219.591476,3701.029710,-76685.335591,-5515.887586
219.594021,444.123565,-78461.829852,-2911.162892
219.596565,2960.823768,-73132.347070,-11184.994271
219.599109,-1332.370696,-78313.788664,-459.657299
219.601653,-1480.411884,-76981.417968,-612.876398
219.604198,1776.494261,-75501.006084,2298.286494
219.606742,7698.141797,-76093.170838,-919.314598
219.609286,-4885.359217,-78905.953417,1378.971896
219.611831,11695.253884,-73428.429446,-6128.763984
219.614375,6957.935855,-77129.459156,-5362.668486
219.616919,-3997.112087,-77425.541533,-1378.971896
219.619463,444.123565,-71503.893997,-3524.039291
219.622008,-888.247130,-78609.871040,306.438199
219.624552,-148.041188,-75056.882519,-1685.410096
219.627096,7994.224174,-76389.253214,-2911.162892
219.629646,1776.494261,-76537.294403,-7967.393179
219.632196,-1628.453072,-79350.076982,-3370.820191
219.634745,1628.453072,-75945.129649,-2911.162892
219.637295,3256.906145,-78165.747475,919.314598
219.639845,592.164754,-78017.706287,3370.820191
219.642394,5329.482782,-76093.170838,-612.876398
219.644944,3849.070898,-76981.417968,-4443.353888
219.647494,-3108.864956,-78165.747475,-6435.202183
219.650043,3256.906145,-73872.553012,-9959.241474
219.652593,7105.977043,-76685.335591,-4443.353888
219.655143,-2072.576638,-77721.623910,2757.943793
219.657692,-2812.782580,-75204.923707,2911.162892
219.660242,-5181.441594,-75352.964896,5822.325785
219.662791,-5181.441594,-77425.541533,5362.668486
219.665341,-592.164754,-75352.964896,612.876398
219.667891,-1924.535449,-74612.758954,-3370.820191
219.670440,-9622.677246,-76833.376780,306.438199
219.672990,-2664.741391,-75649.047272,153.219100
219.675540,888.247130,-76389.253214,6435.202183
219.678089,-4293.194464,-77869.665098,7201.297681
219.680639,-2516.700203,-77129.459156,6741.640382
219.683189,1184.329507,-75649.047272,1838.629195
219.685738,-4293.194464,-79053.994606,2757.943793
219.688288,-3997.112087,-75204.923707,-4136.915689
219.690838,-7550.100608,-75501.006084,-3524.039291
219.693387,296.082377,-79053.994606,5056.230287
219.695937,-888.247130,-77277.500345,3370.820191
219.698487,-148.041188,-76241.212026,4903.011187
219.701036,2516.700203,-78017.706287,2757.943793
219.703586,-444.123565,-76093.170838,-2298.286494
219.706135,-5773.606348,-74760.800142,-766.095498
219.708685,-6365.771101,-75945.129649,3983.696590
219.711235,-148.041188,-74168.635388,2604.724693
219.713784,-592.164754,-75797.088461,3677.258390
219.716334,-8142.265362,-75649.047272,5056.230287
219.718884,148.041188,-76093.170838,-1532.190996
219.721433,-1628.453072,-78609.871040,1532.190996
219.723983,-1924.535449,-77129.459156,2604.724693
219.726533,-3849.070898,-75352.964896,2298.286494
219.729082,-2072.576638,-77277.500345,4749.792088
219.731637,-5921.647536,-78757.912229,6588.421283
219.734191,-5921.647536,-76389.253214,4443.353888
219.736745,2220.617826,-76389.253214,1685.410096
219.739299,592.164754,-77721.623910,-2757.943793
219.741854,6217.729913,-75501.006084,-6741.640382
219.744408,444.123565,-75501.006084,-8120.612279
219.746962,-2072.576638,-79350.076982,-306.438199
219.749516,8290.306550,-72836.264693,-5975.544884
219.752071,2664.741391,-78017.706287,2911.162892
219.754625,0.000000,-76537.294403,-1685.410096
219.757179,296.082377,-76093.170838,-3370.820191
219.759734,4293.194464,-75945.129649,-6281.983084
219.762288,0.000000,-78313.788664,-1991.848295
219.764842,7698.141797,-74908.841330,-5515.887586
219.767396,2220.617826,-77129.459156,1072.533697
219.769951,148.041188,-78313.788664,1685.410096
219.772505,12879.583391,-76389.253214,766.095498
219.775059,-1628.453072,-76093.170838,-3370.820191
219.777613,-6513.812290,-77277.500345,-1685.410096
219.780168,3997.112087,-74908.841330,-6128.763984
219.782722,-5329.482782,-79646.159359,-1072.533697
219.785276,1036.288319,-76093.170838,2145.067394
219.787830,3701.029710,-75352.964896,-4749.792088
219.790385,9474.636058,-76981.417968,-1838.629195
219.792939,3404.947333,-77129.459156,-6588.421283
219.795493,1036.288319,-75352.964896,-4596.572988
219.798048,1036.288319,-77869.665098,-3064.381992
219.800602,1332.370696,-77129.459156,306.438199
219.803156,4589.276840,-73576.470635,-3370.820191
219.805710,740.205942,-76685.335591,-153.219100
219.808265,-740.205942,-76981.417968,-4903.011187
219.810819,4441.235652,-75797.088461,-6894.859482
219.813381,2368.659014,-78313.788664,-4596.572988
219.815939,444.123565,-75945.129649,-1991.848295
219.818496,1184.329507,-75204.923707,-612.876398
219.821053,-1184.329507,-78165.747475,6281.983084
219.823611,-7254.018232,-77573.582722,8580.269578
219.826168,-888.247130,-75797.088461,3830.477490
219.828726,-3552.988522,-78461.829852,4290.134789
219.831283,-5773.606348,-76537.294403,766.095498
219.833840,-1924.535449,-74908.841330,-3217.601092
219.836398,-5773.606348,-77129.459156,153.219100
219.838955,-3849.070898,-77869.665098,5669.106685
219.841513,2368.659014,-73724.511823,766.095498
219.844070,-8438.347739,-79498.118171,9652.803275
219.846627,-148.041188,-74464.717765,1378.971896
219.849185,1924.535449,-75352.964896,-1532.190996
219.851742,-2072.576638,-77277.500345,-1378.971896
219.854300,-4885.359217,-76093.170838,1225.752797
219.856857,7698.141797,-76685.335591,2451.505594
219.859414,-3997.112087,-79646.159359,4290.134789
219.861972,-4441.235652,-78905.953417,8427.050478
219.864529,7698.141797,-75204.923707,-1072.533697
219.867087,-9178.553681,-80386.365301,4443.353888
219.869644,-2072.576638,-72836.264693,-1072.533697
219.872201,444.123565,-73724.511823,3983.696590
219.874759,-3997.112087,-76833.376780,2757.943793
219.877316,-4589.276840,-73428.429446,1532.190996
219.879874,-1036.288319,-73132.347070,-1072.533697
219.882431,-2664.741391,-78461.829852,2604.724693
219.884988,-5033.400406,-74464.717765,-306.438199
219.887546,-1184.329507,-74464.717765,612.876398
219.890103,-4293.194464,-78609.871040,5362.668486
219.892661,-2220.617826,-75352.964896,3217.601092
219.895218,-3256.906145,-76685.335591,3830.477490
219.897775,-3108.864956,-78905.953417,4749.792088
219.900333,6069.688724,-76537.294403,-2298.286494
219.902890,5921.647536,-76537.294403,-5822.325785
219.905447,-2960.823768,-77573.582722,-5515.887586
219.908005,1332.370696,-75501.006084,-4749.792088
219.910562,9770.718434,-74316.676577,-5209.449386
219.913120,1036.288319,-78461.829852,1838.629195
219.915680,1776.494261,-75649.047272,-2451.505594
219.918241,2516.700203,-76685.335591,-5209.449386
219.920801,-1628.453072,-77425.541533,-1072.533697
219.923362,5921.647536,-75204.923707,-5975.544884
219.925922,2960.823768,-75797.088461,-2604.724693
219.928483,-2516.700203,-76241.212026,-3524.039291
219.931043,-2368.659014,-76241.212026,-919.314598
219.933603,1332.370696,-74020.594200,-3677.258390
219.936164,-2812.782580,-79942.241736,1072.533697
219.938724,-5033.400406,-75056.882519,-4136.915689
219.941285,-3701.029710,-73872.553012,-8427.050478
219.943845,-12435.459826,-77129.459156,459.657299
219.946406,7402.059420,-75945.129649,-2911.162892
219.948966,5181.441594,-78017.706287,-1991.848295
219.951527,148.041188,-78757.912229,-2757.943793
219.954087,3552.988522,-78313.788664,-2604.724693
219.956648,2368.659014,-76981.417968,-4749.792088
219.959208,-2664.741391,-78757.912229,766.095498
219.961769,4885.359217,-73576.470635,-4136.915689
219.964329,5773.606348,-76093.170838,-766.095498
219.966890,296.082377,-76241.212026,-4749.792088
219.969450,2220.617826,-73724.511823,-8120.612279
219.972011,148.041188,-73428.429446,-8427.050478
219.974571,296.082377,-78905.953417,-459.657299
219.977132,3701.029710,-74020.594200,-2451.505594
219.979692,-1480.411884,-76537.294403,3370.820191
219.982252,-8438.347739,-77721.623910,7201.297681
219.984813,-296.082377,-74168.635388,3524.039291
